id,loss
1667,4993.59618498
1669,1686.9375732
1678,2157.79372089
1682,2281.66202029
1689,1644.62314518
1690,2395.20812097
1693,6044.47669846
1695,1549.47230294
1705,3107.88289317
1706,2414.53540106
1708,2799.38311285
1716,2093.13034739
1720,7357.60682778
1722,1612.22747325
1749,5304.71856995
1750,3414.34394266
1751,6475.88142678
1760,2495.66664941
1763,2992.43310825
1770,2167.49852308
1777,2157.79372089
1785,4156.1553372
1791,1851.55007652
1794,5393.53766025
1800,1946.70091876
1816,2186.49837014
1817,1851.55007652
1821,2725.45881829
1836,1576.93717394
1838,1946.70091876
1851,3006.71869536
1852,5520.63397473
1854,2108.16031739
1856,2060.40139012
1865,1644.62314518
1872,1686.08841735
1878,1855.71594731
1880,1806.45959497
1881,2270.63341655
1882,2881.67449074
1886,1644.62314518
1892,2515.90513457
1894,2998.53733935
1898,3014.95214341
1899,4163.56820559
1902,1897.18121948
1903,4758.79911405
1906,4557.94108596
1910,3284.66547593
1911,2108.53736855
1914,3378.41994468
1929,3740.38118025
1932,2157.79372089
1952,1992.11007857
1959,1374.14370112
1960,2362.47916369
1976,4245.66266186
1980,3746.19381771
1981,1972.72494081
1987,1930.22881759
1994,2511.21962216
2000,2833.37365726
2008,3186.53688077
2011,3350.01313698
2012,6320.87217379
2019,2128.60921411
2022,3445.06408718
2024,5260.46052053
2028,1566.81831343
2030,3122.27949308
2031,6417.98532346
2047,2341.81486292
2049,1999.41177872
2050,1603.87894125
2051,4021.06231605
2056,1848.39697184
2057,1988.16619093
2059,3759.00248018
2069,3209.49894382
2085,3365.67339924
2089,1351.61497183
2090,2536.8769772
2101,2621.00897913
2114,3095.90265769
2115,1946.70091876
2118,1644.62314518
2119,2446.86436737
2125,1992.11007857
2128,3706.71963805
2129,3235.20742419
2132,1521.2425018
2133,3547.13995184
2135,1686.9375732
2136,2227.84522574
2143,2253.07600243
2144,1658.8754642
2145,4003.60407681
2152,2929.33209565
2160,2746.48397333
2166,1946.70091876
2169,1692.92397866
2170,3462.48258052
2172,1835.84879925
2181,3446.30022632
2183,1777.91111557
2185,4976.16351997
2188,1848.39697184
2189,2160.77147381
2194,3179.74362741
2202,2062.64287865
2208,3118.65659912
2227,1866.07409167
2230,5861.64969107
2235,2149.51731064
2236,1644.62314518
2244,6626.04467916
2248,2358.69655629
2252,1946.70091876
2254,1823.75966365
2260,4919.1030388
2263,2157.79372089
2274,1946.70091876
2277,1840.14610934
2279,6298.12507315
2280,10177.6549207
2283,4603.35024578
2284,1901.12510713
2288,5180.26472767
2292,2172.80717446
2295,6157.27477421
2296,2808.22001662
2299,2320.79502238
2315,6568.42725739
2318,2085.55503076
2329,9874.17151072
2337,1946.70091876
2340,1566.81831343
2342,2036.4670244
2347,5949.77467153
2349,4799.70135731
2354,1692.92397866
2361,2201.44094609
2370,1521.2425018
2378,3598.28210672
2382,6077.86979237
2387,1881.92798411
2389,1930.22881759
2394,1661.67270334
2396,2488.57614372
2400,2981.43048409
2407,3446.30022632
2414,1988.16619093
2415,2257.4705391
2421,2639.28577794
2427,1692.92397866
2428,4652.99203617
2430,2460.3525714
2435,2281.66202029
2445,3969.04656197
2446,2174.13827071
2447,2178.00180248
2449,2336.93023936
2451,2265.5077868
2458,9435.55598576
2462,7107.94389263
2463,4183.64369413
2467,2840.96900841
2471,6344.11278036
2475,4504.27625422
2478,2869.19985785
2483,2768.07459843
2485,1901.12510713
2487,1644.62314518
2494,1644.62314518
2497,2681.18499882
2499,2333.54291564
2503,2275.39190885
2513,3283.26910244
2515,2488.40021007
2522,1946.70091876
2523,2647.23784358
2528,2436.67339314
2532,8071.55042028
2536,1511.24229639
2538,2191.32208558
2539,1549.47230294
2540,3819.44565599
2545,6430.47226697
2548,1566.81831343
2549,2233.21114453
2553,2165.72006039
2563,2138.44127551
2566,3069.2367133
2574,1946.70091876
2575,4685.03740045
2584,2184.00575769
2588,4937.82369129
2589,2274.97317938
2592,2357.24939969
2596,2172.69209447
2598,2336.93023936
2602,1536.73811338
2603,2855.32481886
2607,2327.18195181
2609,2247.55982654
2611,6112.81281809
2627,2040.41091205
2628,2077.16689381
2630,2508.31125288
2633,2346.90728749
2636,9138.54099164
2640,1649.28810107
2641,1851.55007652
2657,5148.91649343
2659,1644.62314518
2662,1946.70091876
2663,1566.81831343
2667,3689.58882313
2670,1424.36786441
2682,2298.23674407
2694,3743.761144
2699,5280.58251358
2700,2784.18990846
2703,4932.32309634
2708,2443.88015989
2714,2531.29588368
2725,1566.81831343
2726,1843.79241209
2727,1566.81831343
2732,2655.00751828
2733,6245.57452578
2736,6450.9261401
2745,2425.11369601
2760,1640.3452901
2764,2206.09455437
2765,5936.42761335
2766,1465.83313657
2775,2866.49771836
2783,2191.32208558
2784,1566.81831343
2786,2663.07735485
2801,1544.71196699
2803,1898.03037534
2813,5717.95385966
2815,6501.53341923
2816,2933.12965061
2818,2612.92188094
2819,4943.35861484
2822,1351.61497183
2825,2744.22601517
2826,2701.14882385
2830,2606.65194597
2834,2106.60210566
2835,4386.60981323
2856,2166.49699673
2873,5731.78962146
2886,5170.27594874
2892,2844.05037264
2896,1644.62314518
2897,2002.41850995
2899,2255.92231605
2901,2108.05203847
2909,5214.0618686
2914,5109.86449966
2915,1795.81535089
2916,2922.9889344
2919,2050.52977256
2926,3731.72781639
2927,2590.61523452
2933,3190.38581242
2934,3182.50386178
2941,2184.00575769
2942,1879.47725484
2946,2841.09979887
2949,2934.37358697
2952,3212.93061276
2957,8354.02444544
2962,2168.11727889
2963,1717.68674687
2965,2717.64317985
2966,7465.30262993
2971,4070.80399848
2975,1644.62314518
2979,1595.95260176
2985,7000.99139766
2995,2526.07656327
2996,1686.9375732
3001,5617.60535163
3007,2620.8917067
3008,1686.08841735
3014,4187.18591899
3017,10083.3388508
3021,1946.70091876
3025,2762.0967202
3026,2337.64195307
3034,2548.74618429
3035,3397.63574531
3044,2266.46215561
3046,1945.46477962
3047,5155.89354814
3057,4261.26654666
3059,4280.56423059
3063,5992.69355832
3065,1995.00175224
3067,4602.76269773
3069,2267.19688216
3076,3211.03577792
3086,1811.93002745
3088,3075.23991345
3090,2305.89355781
3096,2449.07800529
3100,2253.07600243
3102,2323.42405514
3103,3480.59066248
3107,1777.91111557
3118,3599.94785078
3120,3257.41504486
3123,3688.3939213
3128,1443.02812008
3132,2106.60210566
3140,1995.00175224
3152,2910.59724342
3165,4797.0270015
3183,2352.78148422
3190,1384.85979962
3197,2184.00575769
3201,1566.81831343
3203,2040.41091205
3214,3836.10477957
3219,3140.05658195
3220,1911.48325149
3221,2911.80060802
3229,2310.02601287
3234,1773.79521049
3235,4300.7215353
3240,2135.33521427
3241,1946.70091876
3249,1992.11007857
3254,2157.79372089
3264,3081.06559444
3266,1996.9302572
3270,1937.53844012
3282,1995.00175224
3285,1608.2835856
3289,2187.97824813
3291,1622.16463856
3295,2753.79132975
3299,1802.32713992
3302,2165.72006039
3303,6104.23978698
3308,4199.10374885
3309,2888.4773951
3324,1823.75966365
3327,4487.23360765
3330,5675.11631866
3335,1860.49546039
3339,3335.40968545
3340,2191.32208558
3343,3226.05165091
3350,3709.93034276
3353,2230.50189352
3356,6635.03111531
3361,3017.55952202
3368,1644.62314518
3376,2537.13192158
3381,1995.00175224
3383,3232.19202272
3397,4889.15314787
3403,1676.2214747
3405,1566.81831343
3410,1844.95129773
3412,3510.88378401
3416,4715.55155294
3417,1968.08188018
3423,3911.52318379
3427,3381.45339111
3435,5219.93606533
3439,1726.44563798
3441,2627.69434973
3450,2402.41488772
3453,2257.4567039
3454,1872.06049713
3458,6272.28927003
3459,2275.39190885
3467,3378.41994468
3469,5569.18494035
3477,1692.92397866
3478,6925.79588913
3482,1898.03037534
3484,5482.07933647
3506,2269.12691733
3515,5594.17686683
3522,4602.76269773
3523,1901.87930699
3526,1644.62314518
3532,2358.38602144
3534,2486.48471099
3537,2269.12691733
3539,1480.71796554
3542,4243.2620022
3545,1692.92397866
3552,1737.38657931
3554,1946.70091876
3573,2369.10190215
3576,1692.92397866
3577,2851.8758797
3580,1549.47230294
3583,2157.79372089
3584,2320.80106867
3609,1746.82103519
3613,4090.63524056
3623,1854.38337729
3624,3856.44981273
3638,6173.62663432
3642,2257.4567039
3643,2917.35933349
3647,2416.60154759
3653,2488.40021007
3654,3337.30118238
3656,2106.60210566
3658,1843.79241209
3659,5075.09227614
3663,5645.22783047
3664,3613.82812743
3666,1612.22747325
3681,1549.47230294
3689,2542.76693117
3694,5467.1766212
3695,1773.81200518
3699,1946.70091876
3701,2320.80106867
3704,4856.81326619
3721,2015.6285633
3726,3665.31936796
3727,2014.44610927
3729,2157.79372089
3731,3282.90614735
3738,2546.70337433
3740,2259.40317261
3744,4048.09533008
3757,1738.33313847
3758,2203.20288071
3778,1946.70091876
3781,4420.87174024
3790,5299.58937955
3796,1881.73996937
3798,6666.08656902
3804,1313.04137333
3813,1644.62314518
3814,1686.3403352
3815,3927.79228337
3818,2534.78554447
3823,2782.98160935
3826,5533.35799301
3831,1823.32027538
3834,2886.27235025
3835,2504.61128224
3849,2361.15960652
3850,3850.28886442
3855,1898.03037534
3864,2346.90728749
3867,4025.98238671
3871,2201.49699065
3879,2157.79372089
3880,2796.98977269
3882,4349.50310417
3884,7638.91865559
3893,3145.46638911
3895,2298.48516224
3901,2521.20157747
3903,1946.70091876
3913,2325.61657615
3921,2579.59671716
3929,2562.88471319
3947,2274.97317938
3962,2157.79372089
3963,1384.85979962
3966,2595.86012487
3975,1593.43152995
3976,5366.86939752
3977,2425.3578517
3978,1612.22747325
3979,1566.81831343
3983,2275.39190885
3985,1896.95923633
3989,6626.04467916
3992,2271.11405377
3995,2106.60210566
4008,2195.03474938
4013,1982.94759993
4029,2918.68808749
4035,3973.4116677
4040,1946.70091876
4048,1686.3403352
4060,2061.87258291
4066,1494.26296089
4075,2012.10055664
4079,2810.41720878
4083,1593.43152995
4091,3769.97016126
4092,5239.9709639
4093,2081.09725103
4098,2960.78470721
4108,1595.95260176
4109,1644.62314518
4110,5106.15186571
4116,2376.81286253
4129,1851.55007652
4130,4851.82419129
4140,2984.22477529
4146,1823.75966365
4150,5340.0553251
4151,7234.38477473
4153,1732.34673302
4169,7045.38076928
4170,2462.84924739
4179,1995.00175224
4183,5218.10399124
4188,2847.0008939
4190,2416.60154759
4193,2975.44407863
4201,6550.61845789
4205,2534.78554447
4210,2782.29749305
4226,2741.55328912
4229,1866.07409167
4241,3121.69004556
4242,1872.06049713
4257,4718.26073002
4258,1904.01678079
4260,2392.31644731
4263,3943.44852601
4267,1644.62314518
4273,1909.9697705
4274,2542.69852761
4277,2165.57001811
4281,1692.92397866
4283,5433.76531839
4293,2741.39327983
4294,1806.45959497
4305,3348.29332207
4307,2571.20469091
4318,5026.52038303
4325,2958.8980769
4327,5984.62038298
4332,2088.85491545
4335,5102.3934595
4336,2757.79617647
4337,1644.62314518
4339,7326.922059
4343,1768.49144457
4346,1731.49757716
4348,1946.70091876
4350,4358.60334175
4358,3144.22245274
4359,3488.21075241
4363,2867.02783165
4366,5005.02089011
4374,2139.67741465
4375,2486.48471099
4377,2500.15583758
4393,2962.24858101
4395,2837.09116539
4400,1901.12510713
4402,6420.87699713
4404,6420.69708812
4415,2634.89601121
4418,2728.90868565
4422,2054.41498466
4430,1937.53844012
4432,2203.20288071
4433,1898.03037534
4435,5245.54294655
4438,2549.0554568
4444,1566.81831343
4447,2887.46698788
4451,6360.38023857
4452,1948.47938144
4457,1664.94690859
4459,3063.44180003
4469,1644.62314518
4471,7221.40284336
4486,1754.02630644
4488,2546.07655441
4510,1646.40160786
4515,1644.62314518
4527,5559.18585547
4530,1995.00175224
4534,1946.70091876
4535,3602.74285223
4536,2171.02382631
4548,3226.07818017
4549,2062.64287865
4551,5637.60075943
4556,2415.63409564
4559,1264.74053985
4564,1686.9375732
4570,3764.81521816
4575,5970.49038109
4584,3895.39401309
4585,3401.47861456
4591,2441.75518823
4592,1869.79520859
4593,2573.6103117
4594,1864.78554755
4598,2180.24106661
4607,3161.19811034
4608,1820.15563128
4620,2266.22943021
4621,4622.10483834
4625,3761.40724942
4635,4327.42396014
4638,5895.20303308
4652,2315.49771564
4657,3595.56342857
4658,1946.70091876
4666,5599.81867065
4672,1937.53844012
4676,3161.19811034
4680,1692.92397866
4681,4841.93404971
4683,3324.172718
4684,1960.76875095
4689,2917.84489547
4690,2388.19199311
4692,2506.43175626
4697,2015.32551565
4700,1864.78554755
4705,8176.25848253
4721,1879.01494752
4726,2415.7432879
4729,1924.42410733
4731,3295.0428524
4736,2732.66408954
4739,2696.1357935
4740,1777.91111557
4753,1612.22747325
4754,2805.86272704
4755,2439.6559162
4756,2480.21971947
4759,1939.49564751
4764,1802.32713992
4771,4451.53668985
4772,2573.6103117
4776,1264.74053985
4780,2870.30667226
4784,1686.9375732
4786,1928.779549
4787,3645.46949324
4789,1857.50583908
4794,1851.55007652
4800,4842.67284905
4807,2548.74618429
4813,6590.21932202
4818,2480.21971947
4823,8317.33703763
4824,1863.64228681
4829,2963.28709354
4830,2362.47916369
4835,3197.36286714
4844,1443.87705832
4845,3310.50507219
4846,2613.71768082
4847,1595.95260176
4854,2361.15960652
4857,2080.32374916
4861,1781.97365831
4863,2229.8558619
4866,4077.47211355
4869,5352.35977201
4871,1992.11007857
4872,2259.40317261
4875,2177.09919097
4877,6622.10079152
4878,1644.62314518
4885,2352.60754614
4886,2135.74606854
4888,3071.81334521
4890,1945.46477962
4896,1851.55007652
4899,2667.65462442
4913,1734.38925083
4916,2088.85491545
4920,3087.35301954
4925,4613.10941301
4934,2693.29087941
4941,3799.1171177
4946,2022.81561789
4954,2214.02089387
4956,1549.47230294
4958,3696.87509581
4965,2054.41498466
4966,2040.41091205
4970,2915.86988115
4977,2767.62901797
4980,2626.95437036
4984,2319.25311953
4995,2145.87018567
4997,4078.98448908
4999,2587.8501766
5005,2782.29749305
5011,1806.08254381
5015,2006.41706513
5016,2184.00575769
5019,1936.2058701
5024,2579.89913602
5030,2790.47798365
5031,1967.02468217
5034,1996.9302572
5047,6991.56193786
5048,2165.72006039
5052,2267.19688216
5061,2271.08372535
5062,17223.0083118
5067,2782.29749305
5068,5549.78172339
5077,2180.98219425
5079,3479.82859101
5090,4944.800746
5094,2590.61523452
5103,2379.52243238
5104,1566.81831343
5106,2426.58411456
5107,2014.51072025
5110,1566.81831343
5114,2253.29852903
5116,5434.13502833
5121,7155.39760907
5122,2171.02382631
5124,1686.9375732
5132,3863.88677893
5133,2247.55982654
5138,2556.9817963
5143,3324.65587839
5153,1939.3705142
5154,2015.6285633
5155,1686.9375732
5160,1806.08254381
5169,4004.836007
5172,3635.8874234
5173,2922.40867978
5179,1946.70091876
5182,3493.1136802
5187,1690.03230499
5192,4038.84771481
5211,2171.02382631
5213,4342.99935217
5219,1946.70091876
5225,2044.82951392
5226,1946.70091876
5227,5744.23575879
5228,1992.11007857
5239,4041.57050634
5241,1946.70091876
5244,2265.86431214
5248,3071.65174228
5260,2441.75518823
5266,1802.32713992
5273,2362.47916369
5280,6738.33951409
5298,4717.56841052
5300,1946.70091876
5306,2455.13717676
5307,1946.70091876
5311,6974.62142918
5316,2157.79372089
5323,1384.85979962
5332,1802.32713992
5336,1851.55007652
5338,2203.20288071
5342,2629.37301137
5347,1919.42213388
5355,4056.58110386
5357,2182.18002704
5362,1946.70091876
5363,1635.46066654
5364,1637.41787393
5366,4622.10483834
5374,5342.88842057
5375,2090.39675017
5379,3346.01220864
5380,2410.34122722
5383,1865.29974999
5385,2213.32174122
5390,2632.09371712
5393,4934.56230769
5398,2275.39190885
5411,2471.59660242
5414,2139.67741465
5429,1946.70091876
5432,9553.17587512
5436,1430.26895944
5437,4232.26339711
5439,1735.23840668
5440,4338.96633319
5449,1566.81831343
5458,1735.23840668
5460,1692.92397866
5462,2632.95757051
5463,3639.14880701
5465,2073.53562544
5467,3251.33986218
5475,4942.79773365
5483,2266.22943021
5485,2269.12691733
5489,4402.01661087
5493,2462.84924739
5497,1948.10655519
5501,1895.50930353
5506,1644.62314518
5507,1992.11007857
5510,3019.60233198
5524,3921.77504763
5531,2187.97824813
5542,2978.93832477
5543,3814.88958458
5544,3970.96452299
5552,2062.64287865
5560,2071.33211967
5563,3369.52985589
5573,2420.86257125
5579,1690.03230499
5584,2035.98536576
5585,6029.21922846
5594,1946.70091876
5595,2627.69434973
5597,2034.96202693
5598,2129.55855415
5604,1868.94605274
5606,2242.05716212
5610,1953.55839566
5615,4475.4433787
5631,2187.97824813
5637,1644.62314518
5646,1585.82726304
5656,3075.20974674
5658,9454.15213112
5666,1566.81831343
5668,2151.86145928
5673,1384.85979962
5680,1566.81831343
5691,2376.81286253
5692,5973.05480635
5693,1956.95097725
5697,2488.87198722
5698,2068.53749547
5700,2279.42053175
5704,2044.82951392
5705,2651.53371688
5707,2139.67741465
5710,1644.62314518
5716,1992.11007857
5720,1424.36786441
5722,2712.91064571
5727,1566.81831343
5733,1680.30596193
5737,3001.57078579
5742,4800.86453853
5747,1946.70091876
5760,3092.76729288
5774,2239.95147085
5788,5337.40037713
5796,2433.0959036
5797,1549.47230294
5800,3176.41154205
5812,1777.91111557
5814,3446.78130325
5818,1622.34633375
5819,4069.47142845
5823,4318.21309341
5826,3506.06998409
5830,2298.48516224
5831,1563.99631809
5846,4937.82369129
5864,2076.0957548
5869,1855.71594731
5870,3641.11405157
5879,2359.34143639
5883,8267.15001346
5886,2212.04754408
5889,5328.0530119
5904,2379.21008103
5905,1549.47230294
5910,1881.92798411
5911,2652.84799037
5914,1946.70091876
5915,2233.21114453
5920,1433.1606331
5925,2841.96155697
5926,1664.94690859
5934,2916.58364888
5939,3611.73368992
5941,1692.92397866
5943,1644.62314518
5949,3564.3110265
5961,2015.6285633
5965,5486.90426119
5966,2981.53898046
5969,1942.5903793
5970,2350.94941014
5978,3174.2802972
5979,4944.800746
5983,1950.76854554
5985,5099.46117228
5989,1957.32539904
5997,2413.78438723
6004,1673.39947936
6010,4326.02963567
6013,2184.00575769
6019,1780.64756649
6020,1898.03037534
6032,1881.92798411
6036,5090.29225224
6037,6048.93097458
6039,1839.93328648
6050,2856.81036332
6051,2382.61716418
6053,5520.63397473
6057,2277.17037154
6059,2157.79372089
6067,3104.43395401
6068,1686.9375732
6075,1424.36786441
6078,1897.18121948
6079,3423.82910449
6080,3422.14000913
6082,4519.31120069
6084,1992.11007857
6091,7144.21590674
6092,1988.41810878
6093,4856.93323838
6096,1992.11007857
6102,2339.27576966
6105,2125.83743723
6116,2682.82959501
6122,1644.62314518
6126,1760.56510507
6131,2828.70537974
6140,4042.26966291
6141,1264.74053985
6146,1984.90480732
6147,2281.66202029
6157,4342.99935217
6162,3941.12723937
6163,2447.82404753
6165,3674.583091
6170,4577.12882469
6208,2104.4049135
6216,4031.42883625
6218,1992.11007857
6223,1951.36587465
6224,2171.02382631
6227,3305.68185138
6240,6708.39383756
6241,1566.81831343
6246,1896.95923633
6248,5257.35220275
6249,2442.14824159
6255,1644.62314518
6261,2012.43384198
6262,8118.26732547
6269,1777.91111557
6271,2307.32958431
6278,3218.66142246
6284,2106.60210566
6285,1644.62314518
6287,2024.4128721
6288,2376.81286253
6291,1898.03037534
6296,1384.85979962
6297,2806.46671989
6304,2504.38894631
6309,2488.57614372
6310,1946.70091876
6311,3809.96951391
6316,2204.77516895
6319,1726.44563798
6332,7042.48909561
6335,4611.85793038
6336,1946.70091876
6341,2210.22700942
6359,1823.75966365
6369,2571.20469091
6375,1820.15563128
6378,6617.19733047
6380,2490.05602171
6385,7878.71202573
6387,6733.64013885
6391,2876.07092044
6392,1777.91111557
6393,2227.84522574
6400,1734.38925083
6411,3803.49149242
6415,3090.26769465
6416,2342.2374663
6419,6933.12310461
6421,2402.41488772
6432,2319.25311953
6438,1905.95671483
6444,2050.52977256
6445,2097.56935219
6446,2024.4128721
6448,6366.62685866
6452,1863.64228681
6459,3235.20742419
6470,4922.29120919
6475,1264.74053985
6484,2790.47798365
6492,2348.57769578
6502,1879.01494752
6505,2114.52377401
6506,1939.3705142
6513,2700.10729687
6514,3601.97716954
6524,3937.19098948
6525,1264.74053985
6528,2598.72560647
6529,5957.17783476
6531,2425.89063234
6538,1670.64716723
6541,4944.800746
6546,2653.90638652
6553,1777.91111557
6563,2111.70661365
6567,1895.50930353
6586,5780.2765209
6588,3017.55952202
6589,6102.09671959
6591,2816.80791633
6596,1760.56510507
6607,1946.70091876
6613,8930.90199711
6615,2868.2828154
6625,1851.55007652
6629,4747.28678353
6630,3087.18089257
6632,1823.75966365
6640,1635.46066654
6645,2758.35963639
6648,2965.97449144
6656,3324.88067258
6658,2770.13587956
6661,2232.43908369
6663,2488.57614372
6665,3709.09294953
6673,1881.92798411
6676,1661.67270334
6681,1480.71796554
6683,2806.46671989
6684,1688.34320963
6695,1549.47230294
6697,2766.72765507
6700,2761.64510812
6702,2301.4895523
6703,1909.30327337
6704,2626.73779528
6712,7169.37950576
6716,3069.54871511
